team,off_three_attempt_rate,off_two_make_rate,off_three_make_rate,off_reb_rate,off_turnover_rate,off_ft_attempt_rate,off_ft_make_rate,def_three_attempt_rate,def_two_make_rate,def_three_make_rate,def_reb_rate,def_turnover_rate,def_ft_attempt_rate,off_scoring_rate,def_scoring_rate,net_scoring_rate,off_pace,def_pace,total_pace,scoring_margin
GSW,33.86029324794061,55.36213167667624,38.49043823357128,23.0759411665889,15.241437727356526,19.984146557158454,80.87681410043605,32.60333827468133,49.298374707625314,35.996161987052865,73.43849905559642,14.31969827772729,21.102881602994433,113.94292418844437,107.46088761043066,6.482036578013705,105.26293395199917,95.61868878998395,100.20698496190064,6.495453418955093
HOU,50.11186092688451,55.14108956699555,36.17338313528775,23.7254547873132,14.157788035159768,24.500963725676176,77.5684411256804,34.47035972625414,51.9077642835796,35.668675669532526,76.39334013456619,14.759505835666861,19.659837216626975,114.1053293140515,107.92673755682094,6.1785917572305635,98.9484583594245,96.885773049828,97.90399096163264,6.049087915555191
TOR,37.5375222800005,53.60660345632897,35.85861147697047,25.56610960130188,13.694680293988407,21.581310254056493,79.08741140545906,29.56399586790984,49.15710540833645,35.92181408167501,74.15828074041893,14.502215321365991,23.461713820600615,113.03263250523743,106.98453828880983,6.0480942164276,98.44153216483699,97.01882155328424,97.72277064355593,5.910365239425715
UTA,35.58821525697912,51.42931963781051,36.527694677769595,24.232717588951818,15.101323512656196,21.621033765281517,77.5353318148045,31.622918797773202,48.899553496163854,36.3500928559445,77.12611066049384,15.281036999093436,20.668964968517862,108.84129783111914,104.4286486378597,4.4126491932594405,94.5763889782065,98.37831939699412,96.43770278810835,4.2554575140774
PHI,34.57703063152542,52.32346290239308,36.67519873495598,26.96917641824872,16.085745921981676,22.010766936133876,74.88796919268226,33.77886481004558,48.597656215396725,35.12466964890914,75.21246896546133,14.26017070935195,24.605152960913323,109.3585534509034,106.31439606336772,3.0441573875356767,102.97174384160208,98.10842303325953,100.47888377531505,3.0587353633596397
BOS,35.78678577413786,49.249219533743286,37.38488151359461,24.51870048593014,14.3942858715366,20.79373497462286,76.92690160304059,32.64165814341074,49.1112386699776,35.04865611123378,75.31492407966826,14.50330145678726,21.507990675943105,107.98845738661194,105.5698160718957,2.4186413147162398,95.59832450751433,97.20098520713388,96.39077172660397,2.3313470285534637
NOP,31.90563836692002,53.66389354375778,36.15636184500837,22.85342518735012,14.494952229156056,19.876724338223774,77.32758611368119,33.33117006647414,50.49890405993898,35.81598412584094,74.47517917536734,14.162645580212702,19.5106413088492,110.20335585939662,107.9762224378343,2.2271334215623284,104.70579512160052,97.80026354899621,101.13291936983453,2.2523650474872663
MIN,26.23244503163502,51.87889088994102,35.778335759023435,26.97439809352314,13.063866268717453,24.04788206847213,79.90863605585668,34.5243304299197,53.05240995435804,36.392853794767625,73.88809324024278,15.290113121208387,20.727833359603327,112.67717207760543,110.47281241962715,2.204359657978287,93.67448048574329,99.30755792567665,96.40660743488735,2.1251483619201528
OKC,34.588871529108786,50.62396647481609,35.508046854192244,29.860532878221314,14.369437204597299,23.824476841655017,72.11332385209572,36.495937795823465,50.9925356768547,36.429193639835034,74.55625782361764,16.08417805193937,21.008767150370026,109.63912817986466,107.48094590478455,2.158182275080108,100.42531570093307,94.43921662316666,97.33806001598549,2.1007327581718367
SAS,28.12650687236139,49.96460214553502,35.376857135954154,26.118416152726077,13.791380524526794,21.3222225112572,76.99290212669018,31.04142335378303,50.04935224382915,35.51852020926388,75.78863367144508,14.61622471491979,19.620316536137235,107.80497469262377,105.99363861412945,1.811336078494321,92.9213763492202,98.33650441905912,95.55005205814085,1.7307325659492108
POR,32.1850915210106,49.3624840703418,36.49643435352383,26.362977878183397,13.90092337707404,20.924302821117237,79.50642073395316,31.085441594301464,48.56076474092849,36.32751487403832,76.08751826595416,13.149369226002571,22.02823054153204,108.82408617886858,107.06120650989672,1.7628796689718627,94.15413440438252,99.70758854144512,96.849059818268,1.7073323851266442
DEN,35.66620465779463,52.40692111685337,36.89601705417365,28.008388645745164,15.013325645384834,22.22257919564373,76.77528818182185,33.541359332888575,52.35541132900975,37.03667176301339,75.03642682480125,14.111162215390369,20.33853139590352,111.87809235114881,110.96100211933593,0.9170902318128782,97.24407338667594,97.76605243239622,97.50213725050045,0.8941825765331253
IND,28.584809530899236,51.362107291425204,36.67277255244098,25.541565171733826,13.853641995652524,19.453751103237444,77.6282768467847,35.27065534796955,52.82308976600174,35.49305440116814,73.7152146674011,15.785505600208083,19.89430947878549,109.68098463624669,108.83883383556392,0.8421508006827736,96.89058856686849,96.4976795296741,96.69148163997956,0.8142880868231249
MIL,29.726390137854736,52.840078856432584,35.648647959288795,23.14831851072245,14.299920934169977,23.091422294083443,77.95608549393005,32.418441480323345,51.42986972870249,36.68223753119952,73.1435818687315,15.763829511661468,23.486708184125852,110.13346736370247,109.30048031783224,0.832987045870226,100.07155814571301,93.97144865905152,96.9233627399535,0.8073590560456221
CLE,37.996063131908365,53.62246777739128,37.046538571593054,23.100886317754536,13.92655181626421,22.52790190966305,77.67645843400128,35.94356196712496,53.19752022710386,36.512918453357976,74.82312484947873,13.714932135848015,19.677335761020124,112.72822496307577,111.96103330428247,0.7671916587933083,98.78541223790268,98.28719458981429,98.53335224373448,0.75593965954336
MIA,35.77508851261632,50.70596336521358,36.061657737326094,24.45579233956961,14.741653802521599,19.749557731212686,75.50382495866455,31.93731955711118,49.47942889102306,36.061755945214244,75.67086722314222,14.551578355166303,23.112000848740184,107.34136990974528,106.90271369274365,0.43865621700163615,94.25350539637483,97.59584611547531,95.89332807463018,0.4206420452891406
LAC,31.375375143466265,52.35331938095676,35.52808619262609,27.032422123715538,14.709093004040428,24.758676178514747,74.15705362370187,34.3553956356697,51.188727386591395,35.87774669480209,73.44262347781086,14.16891607203189,22.066571199625102,110.26638619437857,109.90759295406667,0.35879324031189697,100.57031438861983,97.90520240572566,99.21750966602005,0.35598571788748296
CHA,31.498005690482266,48.96187539822849,36.77841026791355,25.055979626011336,12.959212849341045,25.964287872063665,74.69590270195904,34.18416582300232,51.601749929088136,36.89465617222115,77.46986100596465,13.731801668000521,18.36065296474672,109.13216694972228,108.96065844568616,0.17150850403611173,98.08466016904916,99.06507791099584,98.57016157335246,0.16905620954043507
WAS,31.112565470295305,50.89379539685249,37.177765877126376,25.818689814812263,14.81382839694452,21.429795805688386,77.21053783136253,34.227293685545824,52.08347768714775,35.50592806135821,74.71182544493956,15.087503044667782,23.074781121853594,109.253572334872,109.15559221415639,0.09798012071561857,96.65997484764159,97.7685175382736,97.20883040662703,0.0952453293786541
DET,33.47367107637958,49.06338186043744,37.12204037798162,25.20505049060457,13.908544026562522,20.00459667504676,74.90841490128881,35.744715082292,51.40202758277661,36.05816500472323,75.54617783387005,15.067666316859285,19.041717079316157,107.4805660336785,107.7190529111185,-0.2384868774399962,95.9071471680918,97.24911055714236,96.57123435071847,-0.23030972130828947
LAL,32.718598039246665,51.57775000339788,34.75970269494581,26.22784126941996,15.365245708564645,22.179800438912377,71.74252286650315,33.41859064392529,51.097584996045974,35.36679424016657,74.7267923488866,14.06982363204957,21.266791321462552,106.76117986114386,108.6606067054123,-1.8994268442684472,104.43715134090453,97.23823725366042,100.70683819978711,-1.9128527187807476
DAL,38.09443007972041,49.79003383272948,36.0052209980831,20.93467526937145,12.872218874906755,19.00616605125361,75.93794588656186,35.20840921354733,52.267562463121294,36.2296636969627,76.39483183303992,14.130494430544935,21.26001152499301,106.9104713060361,109.91100655721368,-3.000535251177581,93.14401079692388,99.51513042370365,96.22204190527216,-2.8871762867705555
NYK,26.861365815135446,50.47410615490653,35.37716005364662,27.057786799913856,14.92354384103253,19.243091230372347,78.47534471747973,34.59978888663207,50.60971247035325,36.47662971640055,74.04405551061714,13.704765048501077,22.680159984647307,107.21509263070584,110.23971029654966,-3.02461766584382,96.03361071072631,98.65220165879795,97.32304147137043,-2.9436499052795773
BKN,40.88250311464127,50.13528259553476,35.73130812866647,23.77244706324932,14.96631041642841,22.069258381132226,76.84710541712207,27.931389132583806,50.42286074420254,36.457379614645326,74.40303764140516,12.610038990422638,22.85805258178925,107.22955573415976,110.4223815641972,-3.1928258300374353,97.25711305414673,101.21589994546923,99.19474486700844,-3.167115436153578
ATL,36.4584978412905,49.724166686122764,36.10997441483832,24.624737500616042,15.632727614885264,20.014754510516944,78.31500756736864,35.216975334525955,51.93799003196269,36.92228334859939,73.22573459158855,15.246779737249621,20.262923749786694,106.18553864069523,110.09089379686858,-3.905355156173357,97.65226428099996,99.22800209690557,98.4315305143884,-3.844100852244019
ORL,34.13627271610015,50.450986749292206,35.29575477475265,23.400148756176208,14.701586286580707,20.384176184155198,75.9525723690407,31.573097686394913,51.64642224470584,36.16763323405686,73.1196542172615,14.394414636975226,21.05399833934762,106.106644390827,110.04981064639816,-3.943166255571157,98.04336281568393,98.82740173313034,98.43156751349956,-3.8813203550220554
MEM,31.763562130498823,48.92580974177401,35.423155569079576,25.466602095004596,15.51838684149336,21.681664447398443,78.20636112101444,35.777855269357424,51.41030368187385,36.49444002715019,73.94941946103167,15.384462998813248,26.620477212044413,105.22821677609684,110.2611915530769,-5.032974776980055,93.20618020092458,97.62643427440119,95.36299380585167,-4.799595424821566
