team,off_three_attempt_rate,off_two_make_rate,off_three_make_rate,off_reb_rate,off_turnover_rate,off_ft_attempt_rate,off_ft_make_rate,def_three_attempt_rate,def_two_make_rate,def_three_make_rate,def_reb_rate,def_turnover_rate,def_ft_attempt_rate,off_scoring_rate,def_scoring_rate,net_scoring_rate,off_pace,def_pace,total_pace,scoring_margin
MIA,23.586221092277025,51.11472818773205,36.65184891223794,27.393303381796404,15.06690655193547,28.734215535255185,76.60398034911589,23.997929029415104,46.61653879868752,35.31477499186452,72.78315806381573,14.405180929835156,25.368298069442254,110.35911688969216,104.08954832104145,6.269568568650712,91.24034931201018,92.59219647938933,91.9093339066466,5.762318710267347
SAS,25.771131902758356,49.99671323710263,38.72859044254226,26.747788701893622,14.356454648702874,24.914055301872413,76.42179488342498,19.130159403015053,47.78691529193148,36.13587014483489,72.57656241253902,14.313974615319305,21.98117838958447,110.14912215522708,104.59139932078907,5.55772283443801,92.34083068222485,94.42696324148751,93.37022547902215,5.189258342013871
CHI,21.496649073979125,48.797244627062454,35.98746212693686,31.179525930568147,15.392631531632759,25.497681683236063,74.15261583400277,20.280365857900875,46.05744830105779,34.729563211719366,73.23305823940566,15.329244814481028,24.53743639691096,106.83778098703738,101.23716460083297,5.600616386204408,91.29829091970132,91.67924453539995,91.48641182723043,5.123802971946315
BOS,18.070198746041168,50.92829912535414,36.21692552768937,24.196615837001204,15.879067977069097,24.210159186014636,76.62400191761564,20.574545320000194,46.35197953037478,35.18257473197296,72.49193739188962,16.598102908150096,24.996666655979894,106.16323472071825,100.96916216734056,5.194072553377694,91.17244444993452,91.50805689837249,91.33800898810392,4.7441624556527575
LAL,21.96440122716159,49.16380670216663,35.34013199839286,30.535880583639564,14.2054863789645,25.33173020812108,77.43731825879274,24.113544906558225,47.12624059128958,34.76741660534242,70.86558820737945,14.734562034647517,21.21876135362872,108.84028712808842,103.78666915516138,5.053617972927043,90.91055391304256,92.5590233889576,91.72541833942083,4.635452226943489
ORL,32.88757304265371,50.454803459421704,36.442765683584,28.640361221715704,16.03751306042218,26.48306884898075,69.60651864945473,22.896824600751646,46.569212600007646,35.54285125605158,73.57824047297791,15.062021132523503,24.32795813245413,107.45892253970986,102.71436069250446,4.744561847205404,94.27037369509223,89.81554142804738,91.98706898069001,4.364383379220335
DAL,27.207946283776952,51.17988769778577,36.311199988575616,26.120075658105808,15.052672515813692,23.651001594958426,77.40116429113442,22.22388812505901,48.150039272858066,35.16963840638523,72.96106648334457,14.80441949222023,23.254804711704217,109.01408557803545,104.57692769330696,4.437157884728492,92.10196950443873,92.14679893017568,92.12240989065235,4.087616774064981
DEN,25.822561782995496,50.32424629161577,38.066822099449574,26.776250242974964,14.706065475581953,29.145786896395702,76.39471585138408,24.12860392877373,49.48244463374819,35.203545173950815,73.29064339778566,14.364554115188245,24.795678239277276,110.748195071672,107.10126980955144,3.6469252621205612,99.5260043038255,92.72892066708894,96.00521447749477,3.5012384197327835
OKC,21.05593118945028,49.34290441080545,35.02031639781235,28.834329661895087,14.774628662404332,29.23232019778888,81.70639097877549,19.615613639822886,48.22265700987484,35.88348991609729,71.72508265003708,14.741143885314385,26.098883502984123,109.71661951491333,106.03368041572287,3.682939099190463,95.81468609000049,92.10088597641594,93.91907922836853,3.4589824905012536
HOU,26.15410918411831,48.53205333699806,36.53395471067973,29.446387459742724,14.173539883280876,25.418359962890975,79.54290459776773,18.190805733084257,49.084544694842464,35.80042094934725,70.7769048891536,14.336787960792085,24.207024965383297,109.42843592208442,107.26646493667698,2.161970985407436,94.25363694281648,95.58824202300036,94.91423617579767,2.0520182471418336
MEM,13.731014644185885,49.12138936858661,34.333704378956426,31.59400142724434,15.038519641566966,25.03544801360784,75.06189805487757,23.964755911881547,48.61027088925199,36.18760394542109,70.25879553245727,17.431279526165845,24.577905421827992,106.45654369003444,104.47413967909371,1.9824040109407264,93.00040593074455,91.92419248893806,92.45716410637867,1.8328745296469002
NYK,30.345793629285577,49.61375413661851,36.58736218199933,26.680663335491694,14.332945057742673,25.2179955784067,80.28288293655828,21.407085906737002,49.79952499410212,36.42250086287111,69.54638683209477,15.556256034899254,26.097419648699777,109.97133634342207,108.41123161273387,1.5601047306881952,100.41779758521977,93.4130175104222,96.78669480001841,1.5099738042518325
POR,22.676204076899467,47.81895296635396,34.87463640336921,30.98066425925925,14.676477773516053,23.960137743031442,79.91292984244659,22.85045352299016,49.50723628661755,36.108777687269836,69.99263717047334,17.15405029234281,24.575631389326276,106.96426619493865,105.74129404938665,1.2229721455519922,86.95406727432132,91.40195872213077,89.12066103792502,1.0899208604256299
NOP,19.312893824536175,48.22586815584347,35.99134326712205,26.943912399995718,14.547808365299076,24.996313056466935,76.360611217301,24.427768381468802,48.88973052688415,35.714504204576,73.77573446768643,15.989710850766622,23.56817713064708,105.47964189320327,104.47310219793218,1.006539695271087,88.47443562154503,90.70840182135076,89.57560372136093,0.9016140087342228
PHI,18.506220210784672,48.51663793977595,35.597830217263564,26.628162738687422,13.995326257867525,23.325078116762764,76.8189414508337,20.657999239374902,48.23313582171149,35.20300757875158,72.73354000614842,15.076497790927723,25.069697564309173,105.69788241295883,104.80155920132599,0.896323211632847,92.80540400046091,93.10291226176646,92.95193112615134,0.8331497343446717
PHX,27.066081309613367,50.29359100386094,37.34456124089679,26.289962855028904,14.764252952977817,23.510004064947907,75.18233500290347,22.716380930613177,50.07034125760128,36.174367160581575,70.24308410486542,14.992387846583052,23.818372893691915,108.51626415717872,108.56255416353429,-0.04629000635556224,98.88544527021794,91.78913526975994,95.203137291359,-0.04406953830286473
UTA,19.04965844870276,49.15329699025472,35.01499960518624,29.444483232305284,15.347517807240685,26.311792365704523,77.09392543024187,24.148457053253534,48.60439108331427,36.54263765284739,70.13958606619089,15.655454696254703,28.707893716949606,106.82934013958867,107.70026158145023,-0.8709214418615687,90.49605012790721,93.46143533118367,91.95286604279887,-0.8008372267729807
MIL,21.639829109009163,45.77986152526369,34.61300535092602,27.187202364534755,14.86771543029156,24.36024781465669,75.8155138636968,20.640097963170284,47.65955583547429,34.9792522469013,72.54486615215,16.368285458113753,25.128664623080514,101.52517035276357,102.71321500703114,-1.1880446542675713,88.86300042360273,93.1246029168719,90.94201133125968,-1.0804317041044396
ATL,22.192053323306354,49.36689771066896,35.35809425544397,26.09679056147766,15.083682580685128,22.42225601712188,77.9704020603575,20.89834830335791,49.3306216537862,35.11187488418483,72.52189721651906,13.987344282877038,23.428389969810596,105.6469968487072,106.97139301536069,-1.3243961666534858,88.06692527153672,92.95909626202817,90.44503092742303,-1.1978505225313503
GSW,24.841106031159594,48.42622455257039,38.363673202499506,28.50129940167604,15.172131823221935,21.49029687205253,76.08205259801363,23.210448403790586,49.909525889867936,35.785173999138046,68.1419080486283,16.49800708522783,27.191485336230688,106.89928844868118,108.15351357013989,-1.2542251214587168,97.0166321035604,94.36865431775033,95.67222978944628,-1.1999451402789452
IND,24.4322422348829,47.244396081080346,35.51921902732148,28.349225666720358,15.884745082749587,24.91806179384656,77.97535278058696,21.198032773050716,47.52931604879665,35.89400876462916,71.63826017124228,14.598882626988011,26.526236430516022,104.23358156546428,105.6943639485211,-1.4607823830568236,97.92874772209846,93.76199491523454,95.79799927217665,-1.3994002966888608
LAC,23.0333335722736,49.12150993818856,34.37044018578219,30.829918582062877,17.040557577744302,27.243260353110593,70.94292151842672,23.71502741666837,48.33878264990744,36.02877335418395,71.1850617196643,14.702545411194896,26.6748752387247,104.0494360687594,107.17121533218463,-3.121779263425225,93.06722070833267,93.23900909489846,93.15101718178481,-2.907969138050626
CHA,19.10799346407143,48.16105718455361,33.73061295380096,27.99877868927908,15.908583880976526,25.695772723540916,75.23461391201694,24.72850563711324,48.755711985779044,35.84918205947385,72.36304114396866,14.577223882260634,24.72897037656966,103.20781911814278,106.83667569956906,-3.6288565814262768,88.54240882521357,92.47445114968609,90.46383069769793,-3.2828026740837357
DET,19.024921837407355,48.17067891946567,37.05277567841503,30.09249849878108,14.516419284392176,23.892509978111605,73.4830450440303,22.88140026521899,52.06216369441352,35.88661149975342,70.05237502455873,15.450013074289807,25.400546124526606,106.25041118765886,110.6713198564169,-4.420908668758045,86.15796128577342,94.54103630598648,90.15316585212814,-3.985589124316551
TOR,16.26680816133226,49.48886177021149,33.10096431152283,29.890979479493502,15.549331267286034,24.743035162303514,75.19904654205713,21.581520235189974,50.94495873342625,36.50246127707695,70.07175810342076,14.800053488548977,26.819371319794765,105.34814086441735,110.63109899350474,-5.28295812908739,95.18925176243748,92.93871194918796,94.04848436295136,-4.968542049936022
SAC,18.162240312684048,47.56035606741993,34.22460040444838,31.433738235645304,16.428900395359335,24.340700048365875,73.62007865630133,19.740825935986756,50.44857008905941,35.62409859355412,71.71082732801064,15.22919438931817,25.19692465470032,102.69741428780605,107.9035862736289,-5.206171985822849,95.9049778001052,95.3674460793652,95.63333237290367,-4.978835759106964
MIN,22.38195342754071,46.18948434432449,37.18717117374667,31.652074053990585,17.04140808402463,24.271358869500656,76.5629255449221,24.50510825028846,49.593205899974194,36.4618539838882,71.52433512853149,14.862488424181347,26.584850904344986,103.20123692764818,108.63046419045328,-5.4292272628050995,99.72669263222882,94.9590740116713,97.28231346786546,-5.281677884684869
BKN,20.18966886990155,46.6411294883176,34.785178251046624,28.626478557165747,15.213402705506892,24.218203154975352,75.90683822470771,21.188454498932565,49.09216947464752,36.09003491378811,71.41599604136717,13.61004797032008,27.107368731479937,102.71098378862035,108.99936980166052,-6.288386013040167,87.91709388103251,94.009482194561,90.85935494054094,-5.713586967619497
WAS,17.27274532849603,46.87250911809078,34.09225620982104,30.165434946067798,15.960081575492035,24.623678399661582,74.58090331927177,22.156049165197512,49.72157566157391,36.44251789291928,68.57173898886597,16.22571807028227,26.817639038917147,101.97564238625343,108.22420236635173,-6.248559980098307,95.2263082714786,94.44262244992176,94.83078923807618,-5.9255587451418
CLE,22.562351477113726,46.44883399571378,34.69411763327216,27.198142276905106,15.093539358966584,25.895980144792034,74.61718667571134,23.622359759855705,49.45595365813132,38.03066332132562,71.41040849826422,14.473113077688415,23.95796057367667,102.36908856865685,109.11829837023048,-6.7492098015736275,94.86873324931526,93.16136142633104,94.00524240901538,-6.344611034662314
