team,off_three_attempt_rate,off_two_make_rate,off_three_make_rate,off_reb_rate,off_turnover_rate,off_ft_attempt_rate,off_ft_make_rate,def_three_attempt_rate,def_two_make_rate,def_three_make_rate,def_reb_rate,def_turnover_rate,def_ft_attempt_rate,off_scoring_rate,def_scoring_rate,net_scoring_rate,off_pace,def_pace,total_pace,scoring_margin
BOS,24.64305089884224,50.16642799609442,37.5037821070912,28.70664101367363,16.249559862431024,27.388566405943287,76.62681574949623,24.490762513657497,45.85822058438596,34.39536659444956,72.53204287895396,16.97988196433347,27.163566095205972,108.7663037866811,100.43278150565267,8.333522281028436,93.10490097616503,91.69716066271694,92.39358966476817,7.699640380955442
LAL,25.92654239685746,50.72572684102398,37.4429980909883,28.270028905061633,14.583810995486369,27.59772130683858,76.58344421647219,21.97397403050364,46.9138002091748,36.17809080721797,71.4004746013845,14.718978551508686,24.584191021533943,111.25382333138216,104.48901622669075,6.764807104691414,98.69457392435613,94.48195983150832,96.5401247176431,6.530753215777072
PHX,25.98988410583974,53.195465265127126,38.551305399551175,24.570721231463402,14.715036811389446,23.79120052580106,77.71269379866423,18.216733121310668,47.96920948120661,35.87131002428676,69.24809034928492,13.889161887879617,23.061814536794138,112.43473272793776,106.57373932447885,5.860993403458906,103.643222303206,92.26841940616188,97.62336577721473,5.721699028437115
UTA,16.821774097637,51.91573090168752,36.83501825681617,30.975216003550393,15.477224544180485,28.591867186239867,75.9020320004006,22.44243680938186,49.033959158552825,35.98262933203407,72.10492036013353,16.58667982847742,30.825551669131073,111.45798381066105,106.1944132475587,5.263570563102348,93.39426642349042,95.50053576967147,94.43351653347669,4.970574777958468
ORL,31.82758819260979,51.13267381084774,38.05090453287258,25.851404020781217,15.00760567624058,28.354601375974493,72.17114067026392,21.668808866734878,47.42160797248401,36.09528486213993,72.56833570093957,14.047696082164732,24.677176597759903,110.30524694792057,105.26666790141952,5.038579046501042,95.69500787574466,93.24711088443588,94.4530661852946,4.7590924015900145
DAL,21.600899486177322,49.365541476809284,35.52171505515966,28.210342476298422,13.955381633930228,26.75403319711152,80.82834322654541,17.91174511089283,46.45095357537269,35.77823157091663,72.87112331751771,13.563080354547477,27.83212353477218,109.7070900343613,104.5544359609073,5.152654073454002,89.30037044446578,93.64902702982448,91.4210115112244,4.710608473625957
DET,20.04297291219654,47.980851247446985,36.44256702703024,30.771573420258402,13.372789132699953,25.75049110712327,76.4040198494822,19.960937353395217,46.73541475913136,35.17068033106352,72.02785412740154,15.09443897186727,27.025380837617096,108.58691325515998,103.44281298045087,5.144100274709118,86.51716913592084,91.24204321699968,88.81489009790253,4.568727005508805
NOP,24.26879767123331,48.998941547748984,38.195705505279676,28.54123574383226,13.317024305514238,22.562629741904267,76.48081993485341,23.373898883629135,49.11595710575665,35.74054936860283,73.03692358733845,15.062973028626647,21.09693051463837,109.80634064186563,105.16163488786819,4.644705753997442,90.23758778888252,91.94162676249019,91.0796058856546,4.2303796952891926
SAS,25.18549925248109,48.662833143877684,36.73317270668928,25.659377945734985,14.156054464301846,23.3992342817703,75.79319764872591,19.214565519973842,46.75883321502809,35.50875897554788,74.62687413746994,14.395574184522832,22.86349264938779,106.520566302019,102.10215279903423,4.418413502984777,87.20167014393016,92.4657956781149,89.7546033403244,3.9657295135393182
HOU,25.577670081768307,48.38760153304064,34.661222069528186,30.37281962190687,14.975853241742362,23.861417018757862,72.61984206083369,18.178078444692023,44.95392168039123,36.29602100362174,72.33659525050223,14.678928481123139,24.944060659647008,105.44794058778186,101.20787827332029,4.240062314461568,88.56165383121187,94.19988724153528,91.29181939354841,3.8708300302921628
DEN,23.13316093471763,50.20024264713029,35.657694525816694,27.60944715939922,14.578317564193476,28.809136379744842,75.2211368635395,23.36692712667708,48.444771082791874,36.25193154512502,69.86179144415274,15.981698881228693,23.91101719364306,108.96573361584181,105.66003247188121,3.3057011439606043,107.2949415810087,94.25824083777451,100.35255798074975,3.317355657163373
TOR,21.562068673763584,48.84707062862247,38.35030914519043,25.79430370402961,12.962751018335666,21.770884870395008,80.45483725198476,25.454446378891525,49.025461613696564,36.474133476758254,72.98188024453805,15.054560474056789,22.5857202429329,109.06864693646119,106.1284822365893,2.940164699871886,91.95852420194315,91.73089191296737,91.8425323015254,2.700321714197884
GSW,29.805852921085336,50.45482277877751,35.12449480154222,28.595218211765765,13.45422127567133,24.280737640669663,75.19632289492709,22.404051969137605,49.40262031472768,36.39713098645277,68.59608958268004,16.48931633172553,27.726272393118457,110.08011859807098,107.54808164950606,2.5320369485649223,105.3333664009104,94.75109274915793,99.76002289800454,2.525960639674302
IND,28.621616302754845,47.21607055041678,37.1139298661409,26.66756956528892,15.17911289519237,24.823167554861207,76.55901428417951,23.447882134330403,47.77197500432292,37.191824221902074,72.21830043143709,15.798649573444173,28.13441658619344,105.52429047004799,105.67017064849765,-0.14588017844965862,103.8898468342543,94.45665860322869,98.94660307696276,-0.14434348113854867
WAS,24.027919545835484,47.4791269238542,35.80940431108923,30.332381090515792,14.383606673970926,25.63057144243005,77.7268628040085,26.938633533416738,48.948590580283216,37.213949074715856,71.24069761622282,15.120068419205888,24.11155697697899,107.21385986507745,107.74259934014623,-0.5287394750687753,89.18959367362484,93.17737560018854,91.13791693774047,-0.48188214360522535
PHI,14.225393538975837,48.36480286714037,33.3867706289791,32.830116243796546,15.470376267580003,27.241295241201158,70.72280375491916,23.49335393611688,49.36075668421799,36.07112092177131,70.2450594329302,16.768390939966427,22.65536568155252,104.53890622218816,105.317504431532,-0.7785982093438406,94.78415734046727,89.84562883863254,92.24677448325353,-0.7182317343040628
POR,21.96049132907862,47.0230716726964,37.27139077887266,28.482634530907276,14.370814848655359,24.097794958978294,76.49680244018732,22.586459796988862,47.68158889165255,35.98170962092567,70.19458065284907,14.042006772981594,24.099671180318165,105.67973109555294,106.53728795698605,-0.8575568614331104,85.76137961055072,92.50083061815045,89.00175220108626,-0.7632406327961095
SAC,21.188887140946,48.813885083468534,37.00220329909813,27.651608926087622,16.48043266126187,27.618764369258148,79.31492046726845,23.501623467040762,49.204116683667024,36.67426082774245,70.50505325320493,15.748786492404776,27.806940658051488,106.62222223007763,107.68979647210392,-1.0675742420262964,95.62638679743881,95.21916974930708,95.42017421739656,-1.0186812016415427
CLE,22.761026143798436,46.47097039940829,35.820638644622235,31.55227978446548,15.061076242642857,26.083476138089456,72.0908099785804,21.905267215092135,48.38937073285414,35.94254766252377,73.1455999378444,14.518760941873357,26.57955792999067,104.27017181793686,106.12294757758359,-1.8527757596467325,88.39075044386168,94.3650600376308,91.27826009942828,-1.6911814769495026
ATL,16.293049495128958,47.385374715633404,35.789468490124555,30.921629617639812,15.792775586252084,27.85090075565438,76.95247205867147,20.973658156828414,49.07960596308446,36.21756699469095,70.11705393827295,14.695914467013393,24.938321152718874,105.10995934608067,107.65000430036353,-2.5400449542828625,93.36404715522897,92.32258933079105,92.83836154761767,-2.358136118129144
CHI,18.92974133582667,45.4816661109937,36.29932393949513,30.990456767436143,15.316216115384613,25.530132966845777,75.3932418044371,23.005852732257576,47.817357799825274,36.70576920518591,71.05514607440449,15.909931041636174,27.336537245695368,102.87963025894267,105.53375316252855,-2.654122903585886,95.80887008293627,93.18787373060802,94.47804815067202,-2.507563514827888
